x,y,r,g,b,radius
104.383,553.253,223,111,100,3.74197
701.053,590.425,165,130,234,4.58075
132.69,590.982,202,113,135,4.05113
520.163,520.059,102,114,152,4.55324
649.75,531.751,130,150,188,3.23607
752.928,530.825,196,238,220,3.60986
674.064,510.533,122,170,202,4.59979
382.011,524.494,186,243,198,3.61111
667.253,583.666,140,204,195,4.36013
587.226,535.216,249,224,180,3.83058
504.023,529.686,255,148,151,3.3892
379.365,571.191,197,245,184,4.34093
686.57,572.088,211,152,211,4.21507
228.88,562.131,203,101,155,4.64589
179.255,591.326,128,125,222,3.75721
613.448,539.749,140,200,141,4.15544
141.194,567.777,186,214,128,4.01258
671.378,532.315,245,123,238,4.03538
543.635,551.326,175,195,184,4.28728
66.7273,567.492,144,231,163,3.74494
557.31,582.132,156,175,217,4.34976
312.596,543.504,219,102,252,4.95661
337.097,580.684,229,114,135,3.47723
725.657,590.132,116,207,131,4.89932
163.027,547.315,232,126,240,3.71139
8.13173,533.508,172,140,184,3.14625
551.043,575.561,110,141,128,4.91524
610.951,579.339,192,181,207,3.57116
456.495,549.3,230,126,173,3.60136
684.469,580.34,161,107,242,4.47627
579.055,538.523,200,112,169,3.37065
693.977,526.806,250,136,125,3.45586
562.686,576.745,253,119,106,3.47465
307.024,584.808,164,197,178,3.42297
540.486,561.707,131,128,139,4.78351
422.803,518.492,139,125,139,4.69912
790.197,553.766,191,132,199,4.81151
202.664,560.386,171,129,197,4.7963
323.291,545.731,154,100,235,4.79478
60.5522,583.932,134,179,136,4.74999
777.685,570.606,144,221,167,4.27114
471.013,590.407,107,249,119,4.59905
172.161,550.026,130,148,162,3.03822
753.337,563.782,186,112,188,3.40292
267.598,546.455,166,155,203,4.94185
237.279,560.776,219,240,122,3.94393
177.152,577.929,160,104,143,3.17126
379.158,581.261,186,238,120,4.78527
598.128,582.476,255,100,109,3.17835
593.143,577.839,247,159,220,3.96612
303.655,591.589,136,201,217,3.42118
192.283,574.607,221,167,187,4.48965
15.6564,573.113,221,218,147,4.13786
711.741,526.09,134,126,224,4.1012
595.747,533.474,234,129,158,4.92238
301.916,539,201,243,226,4.36483
271.97,572.037,173,252,150,3.20091
700.901,571.882,119,139,232,4.5679
703.049,581.044,110,123,173,4.87599
294.617,525.746,154,234,233,4.0013
589.54,517.931,148,140,208,4.02169
625.891,574.892,229,213,119,3.0039
9.1012,520.598,214,246,155,4.10775
8.91224,577.378,157,177,226,3.91736
767.825,540.954,245,135,245,4.94906
581.301,520.883,144,167,196,4.73734
157.113,571.966,101,200,181,4.12182
65.438,544.114,158,217,179,3.68651
393.693,575.305,179,216,128,3.92872
310.297,564.601,123,234,217,3.34812
299.864,531.285,207,128,119,3.65465
723.38,552.999,220,182,178,4.1626
53.964,551.209,178,150,169,3.98091
351.254,553.644,176,203,124,4.31391
723.528,538.92,187,227,249,4.20877
94.4293,579.817,232,129,184,3.69877
596.824,525.355,144,146,254,3.32115
75.4808,519.396,137,250,203,3.55013
22.1399,577.869,241,221,221,4.10157
9.42133,590.999,103,110,182,4.04385
361.256,539.512,164,151,140,4.33748
39.9594,530.546,116,224,224,3.37425
252.026,555.661,103,203,234,3.44878
9.40612,554.788,176,183,117,4.45618
515.772,577.926,146,146,126,4.26336
629.51,554.198,121,139,210,3.23595
326.396,590.883,241,138,148,4.14541
444.347,547.568,140,160,135,4.48135
106.283,560.074,225,220,186,3.48541
778.252,525.563,243,226,131,4.85042
565.612,584.003,231,149,228,4.5091
500.716,550.589,193,102,191,4.81741
472.51,537.792,231,187,107,4.88809
462.222,583.195,219,230,236,4.93307
426.412,526.567,159,118,238,4.16827
88.994,528.129,195,179,125,4.45536
77.2047,532.336,201,168,154,3.20362
680.702,534.818,198,167,129,4.84362
87.5016,536.701,135,227,176,4.21855
459.606,529.052,119,206,247,3.59934
281.407,564.22,100,176,173,3.20769
784.637,568.663,215,246,242,3.20789
136.075,548.987,240,210,116,3.61096
634.503,590.771,249,251,236,4.2372
743.189,525.022,194,150,192,4.72415
280.621,583.757,187,170,119,3.42213
244.433,535.666,241,141,112,3.68106
78.5467,544.631,220,197,209,3.81836
415.368,556.067,150,182,153,4.90915
721.721,524.552,216,250,151,4.78044
530.576,543.671,211,185,239,3.45608
435.499,534.563,207,155,201,4.68567
268.421,555.244,166,178,128,4.0001
44.8638,579.991,213,150,126,3.80895
426.32,583.38,150,177,249,4.09937
596.112,514.869,208,144,208,3.24713
781.57,555.491,223,229,239,4.04373
462.693,522.805,247,250,124,3.4431
542.604,579.552,217,227,112,4.54968
529.5,520.119,139,159,204,3.20155
175.211,557.014,245,249,127,4.69896
137.176,541.189,231,216,246,4.33922
147.054,562.655,171,106,161,4.00079
768.492,583.211,172,226,243,3.7692
233.987,577.707,133,159,124,4.59877
411.648,528.711,225,109,109,3.87708
72.1473,538.75,254,228,248,4.98014
602.457,519.681,201,216,209,4.73615
139.993,560.602,201,238,161,3.37784
444.69,584.081,187,237,253,3.17356
446.28,562.044,254,139,231,3.62136
284.903,558.302,236,177,128,3.93203
283.302,542.298,155,157,144,3.87289
643.017,562.623,135,101,193,4.38047
162.728,577.252,120,189,159,3.79505
502.05,536.867,122,216,224,3.24735
529.993,551.264,132,141,175,4.28431
588.819,526.724,157,154,134,4.82718
339.844,591.946,244,228,140,3.16486
648.026,575.269,201,180,109,3.65625
630.719,545.562,196,115,254,4.66749
477.683,555.265,137,118,216,3.74071
32.1423,542.036,222,253,164,3.43756
426.293,535.413,214,189,173,4.70483
188.942,551.536,152,208,229,3.83515
8.74424,569.881,168,144,184,3.77016
469.296,524.538,157,178,214,3.45072
149.222,590.919,138,188,141,4.10599
372.124,575.65,196,179,108,4.29714
559.047,523.712,117,135,152,4.28657
304.606,546.315,139,191,248,3.52304
693.443,569.49,234,222,139,3.42528
390.073,535.345,141,104,165,4.69316
190.098,534.887,181,199,109,3.62512
371.522,566.848,254,252,142,4.63045
790.999,571.398,147,226,172,4.0805
281.796,550.565,181,145,105,4.62841
23.3087,562.816,156,149,200,3.81954
392.275,554.03,237,151,206,3.83495
214.821,582.158,207,252,249,4.55046
405.406,583.501,159,208,107,3.35408
339.451,529.393,225,190,190,4.96411
125.213,591.293,142,250,227,3.76946
334.884,554.862,252,164,229,3.72499
156.191,579.739,168,164,174,3.74852
407.186,558.297,243,152,120,3.69668
747.847,569.445,186,161,145,4.61039
536.844,554.467,122,113,137,3.33887
641.453,592.011,234,241,143,3.06412
534.021,514.667,215,173,233,3.85698
357.5,557.596,116,161,232,3.27946
740.684,564.802,154,220,117,4.24554
583.904,559.428,149,189,217,4.01169
16.9196,543.09,234,247,174,4.85625
649.466,553.999,131,160,134,4.28028
408.047,570.414,113,133,153,3.4068
668.591,554.526,152,153,167,3.78799
673.166,570.287,179,162,119,4.76734
664.908,574.569,235,187,224,4.88562
737.178,581.319,116,121,174,4.20128
235.011,568.794,108,154,201,4.46978
488.795,542.348,143,177,110,3.63909
630.814,578.228,112,206,177,3.04258
391.78,590.708,195,176,194,4.34961
636.36,552.265,180,119,230,4.2748
609.125,572.27,136,223,154,4.19138
214.573,542.134,195,203,253,4.96826
49.498,565.409,125,180,255,4.61933
364.292,554.64,125,165,164,4.33783
456.464,535.735,184,236,244,3.87518
462.982,591.371,194,113,214,3.70204
655.458,536.645,101,142,154,4.2892
206.704,583.235,104,217,173,3.81588
486.234,591.793,246,177,186,3.3335
720.579,583.452,139,229,164,3.50062
193.253,559.058,231,162,217,4.88389
476.631,584.58,241,214,176,3.55353
256.526,560.875,212,252,199,3.47293
662.748,549.001,238,191,223,4.41927
180.839,549.846,119,238,243,4.54736
292.786,570.936,194,109,116,3.98678
479.259,591.226,187,202,209,3.84484
110.999,555.298,227,165,139,3.19172
374.256,591.349,175,131,140,3.66704
171.145,590.314,115,164,217,4.70895
329.115,569.519,206,169,229,4.29772
244.642,582.885,208,242,125,4.25975
276.782,590.704,218,123,251,4.31842
608.769,512.964,172,107,240,4.50101
745.334,534.29,115,139,241,4.81328
257.266,530.511,213,112,210,4.72872
494.776,557.165,121,240,149,4.13567
566.792,536.382,242,176,122,3.55664
156.995,524.621,172,243,186,4.94516
559.663,590.519,166,120,223,4.51707
673.925,539.011,238,253,209,3.18776
318.866,578.4,236,148,151,4.49776
470.687,554.106,147,106,105,3.57614
177.253,584.511,172,217,156,3.56753
698.119,545.111,224,142,170,4.00373
68.1968,559.263,239,174,134,4.70739
250.133,591.689,117,124,237,3.36774
677.073,561.536,166,205,190,4.91918
40.4355,566.503,116,207,246,4.66062
755.681,570.158,123,235,254,3.56619
672.014,578.009,128,255,227,3.1636
705.383,521.833,113,118,163,3.57332
521.747,572.114,187,197,179,4.07868
602.716,577.155,161,175,179,3.9391
389.623,526.122,130,240,241,4.23454
475.04,529.298,137,235,106,4.0613
727.016,545.958,124,219,186,3.76741
333.535,591.958,124,147,116,3.04991
640.004,524.008,152,170,108,4.01539
619.274,578.579,129,231,143,4.78447
412.155,543.239,167,186,238,4.82894
411.79,563.723,113,128,188,3.69204
375.885,555.863,240,239,119,3.64146
123.935,583.982,181,117,128,3.95617
363.171,526.545,238,121,138,4.81858
364.726,572.179,104,159,116,4.05105
264.759,568.551,109,143,228,4.5989
728.52,581.167,126,218,237,4.7896
692.933,517.392,239,163,179,4.26719
606.321,546.94,184,158,202,3.95053
743.914,576.823,206,151,224,3.99505
517.532,591.582,165,174,127,3.44228
772.302,555.463,126,164,173,4.02719
781.865,591.222,162,195,120,3.85214
311.306,590.815,197,196,139,4.24262
204.405,568.009,192,124,135,3.25956
467.371,544.421,187,163,182,3.11074
563.819,561.414,112,116,177,3.69063
533.168,529.882,221,245,235,4.36927
294.886,579.133,214,224,204,4.57225
548.221,558.122,207,140,122,4.01145
177.821,541.098,103,132,203,4.77381
614.198,547.976,138,164,133,4.21304
90.6095,572.302,122,201,195,4.90576
728.473,558.837,155,107,148,3.71564
428.876,575.508,157,167,163,4.45351
677.89,552.704,112,254,245,4.0618
157.63,552.971,231,105,222,4.25914
773.887,533.778,157,233,119,4.48569
290.419,541.139,118,203,163,3.35121
135.038,571.721,228,167,224,3.69961
90.7715,554.904,145,219,234,4.47368
423.345,569.573,103,133,113,3.89302
387.23,549.586,203,105,113,3.14773
115.563,548.278,229,156,242,4.7788
85.7272,583.81,122,234,180,4.07421
680.55,544.353,212,195,112,4.79245
29.3423,573.889,164,204,118,4.19213
272.635,582.96,184,119,125,4.72361
584.816,577.229,228,140,248,4.52374
689.616,547.137,241,154,192,4.94156
790.217,590.116,115,197,144,4.80532
610.4,591.642,153,203,197,3.4674
153.771,535.62,200,136,127,4.70312
385.901,542.758,207,116,147,3.92753
309.554,551.911,115,135,188,4.09412
564.075,554.653,170,225,216,3.37528
124.895,533.409,178,117,145,4.18512
83.2379,550.962,247,167,145,4.20106
696.338,553.385,130,130,229,4.44771
712.597,541.079,224,187,209,4.566
221.2,548.091,158,122,218,3.96975
389.042,569.666,111,149,175,3.63122
356.362,532.505,138,210,215,4.24299
404.887,564.86,244,101,143,3.37609
604.635,537.696,235,110,243,4.96463
306.671,527.673,135,100,213,4.08019
735.947,558.622,201,189,136,3.65829
164.602,570.541,147,122,190,3.62679
24.9129,548.756,229,194,241,4.94896
762.365,569.382,240,125,167,3.50562
566.107,543.153,152,240,100,3.31162
449.013,568.672,167,251,138,3.72893
641.531,510.564,226,133,228,4.90276
769.623,569.407,106,113,250,4.07764
103.821,590.44,229,102,228,4.58174
53.0158,523.919,151,199,157,3.64795
414.031,535.424,150,132,179,3.32279
163.693,530.76,206,144,184,4.17192
240.412,530.345,173,187,177,3.04668
223.225,538.576,210,191,149,4.48013
560.082,548.103,183,161,219,4.61762
755.77,523.653,100,166,172,4.13523
696.131,584.989,176,177,133,3.23524
783.792,546.893,114,235,253,4.67192
398.775,537.11,102,102,233,4.26822
740.515,551.95,127,183,219,4.46533
271.252,523.281,104,125,228,3.54612
286.159,568.26,167,152,239,3.37298
790.859,580.923,100,178,198,4.19379
21.1403,532.364,125,165,201,4.61112
474.537,577.662,109,134,139,3.92695
71.7134,572.336,117,119,202,3.26323
570.659,557.052,107,242,241,3.79916
337.433,537.367,135,165,254,3.34633
435.432,581.937,128,139,203,4.922
246.3,542.735,212,242,190,3.31122
778.73,577.672,203,123,233,3.02392
742.976,543.414,191,234,107,4.48806
640.917,532.303,204,245,106,4.42022
525.898,526.213,220,137,240,3.90375
263.608,524.282,129,119,175,4.17324
582.665,568.074,160,179,116,4.92381
398.993,559.363,165,254,159,4.89153
611.306,563.886,230,147,244,4.76293
657.185,590.39,233,161,250,4.64656
85.5017,543.882,205,146,224,3.24943
444.812,576.174,196,200,235,4.94676
111.803,529.184,105,215,171,4.41002
508.542,583.421,239,155,187,4.91987
397.148,522.882,230,207,194,3.90052
638.121,540.592,194,183,205,4.38535
17.8377,590.533,200,156,198,4.48367
451.932,542.79,133,196,241,4.6
473.754,569.188,178,236,245,4.78028
658.984,514.759,237,176,204,3.36899
599.24,591.348,159,211,242,3.71301
452.668,575.824,131,196,201,3.15227
640.845,579.115,149,141,254,4.52636
525.515,590.166,137,138,162,4.84098
208.678,590.849,159,142,219,4.1624
248.075,528.048,182,231,144,4.79572
211.462,558.522,185,230,172,4.30854
698.686,521.983,247,242,126,3.13981
434.619,525.846,141,155,201,4.1146
727.709,531.469,157,255,145,4.39084
568.609,570.342,179,226,243,3.14883
8.24136,584.186,149,106,130,3.26311
140.526,532.567,209,110,113,4.98253
362.181,584.082,145,167,174,3.72047
776.951,550.309,214,213,132,3.03522
492.23,550.027,246,230,125,3.46
634.432,583.361,185,174,114,3.20644
198.96,583.36,187,180,161,4.21024
229.727,526.041,157,204,179,3.76234
772.285,576.62,178,131,136,3.87487
340.843,561.115,181,215,227,4.6978
617.826,526.493,167,134,230,4.13414
509.56,523.638,175,139,113,4.87441
732.231,565.743,113,240,231,4.49913
680.443,568.756,171,139,245,3.08685
652.169,524.624,220,112,193,4.38642
140.589,577.515,121,114,211,4.67873
440.088,590.213,133,200,108,4.84335
126.861,571.164,107,176,162,4.95635
438.9,552.326,229,210,238,3.00102
202.775,529.467,227,186,245,4.48311
119.316,528.742,153,101,238,3.11258
452.565,583.748,129,124,237,4.86096
106.998,521.373,169,226,159,4.77606
627.55,591.991,192,169,116,3.05364
21.7439,556.14,235,153,217,3.24038
512.861,515.007,114,241,119,4.37403
81.5619,590.805,103,253,121,4.24556
716.529,556.826,222,138,180,3.73004
255.7,568.704,175,174,209,4.47276
593.469,547.851,229,215,209,3.02068
560.213,531.509,216,107,119,3.66588
650.01,569.175,199,112,254,3.11886
527.035,536.867,222,194,251,4.24742
365.427,590.936,120,255,122,4.12125
534.519,568.227,168,206,228,4.21767
187.321,542.949,198,186,127,4.93196
328.426,556.714,175,184,244,3.13856
459.255,575.501,199,167,222,3.60363
608.012,524.992,249,243,230,3.00069
368.849,534.382,220,207,153,4.89938
782.526,562.701,129,173,192,3.38293
708.724,533.562,124,180,157,3.98791
302.835,579.408,186,202,159,3.64537
216.783,534.193,137,153,187,3.31478
737.008,572.839,230,102,110,4.3411
184.122,558.19,130,143,105,4.43597
618.091,533.885,234,247,149,3.38279
52.4878,538.73,126,244,120,4.73428
161.333,585.141,241,192,149,3.72865
91.739,546.881,253,191,158,3.74208
625.357,524.765,182,146,190,3.61163
137.37,585.119,210,223,145,3.89048
264.451,583.529,141,238,144,3.72176
424.57,555.092,234,184,169,4.44863
658.872,567.383,118,114,139,4.59193
735.249,590.154,229,210,112,4.77866
572.561,540.928,211,137,182,3.63899
249.456,562.581,237,192,110,4.01426
54.4091,590.592,176,118,248,4.43631
715.058,518.391,104,209,122,4.30313
455.534,522.722,146,217,157,3.76606
211.275,569.43,134,124,204,3.99128
16.7532,551.615,219,186,143,3.73588
258.394,544.149,136,208,106,4.65245
573.388,525.374,121,155,158,4.40974
37.2593,557.615,254,239,248,4.90195
185.328,528.203,146,120,112,3.44496
178.883,565.693,162,135,153,4.74608
129.316,539.946,116,192,138,3.74126
349.11,530.714,109,157,152,3.24376
622.75,550.331,244,168,131,4.85277
390.404,562.038,108,128,147,4.45445
97.6281,551.306,106,120,120,3.38711
766.229,531.675,139,187,241,3.53168
536.76,538.343,128,253,197,4.91988
551.643,532.377,134,203,215,4.9858
22.5924,584.852,247,251,187,3.12555
8.91187,546.577,134,164,106,3.92295
481.842,579.412,183,147,199,3.77665
790.865,532.097,235,125,238,4.13583
379.668,548.525,228,105,121,4.63009
143.747,586.638,125,251,176,3.11402
551.762,566.031,157,190,116,4.7653
100.178,538.039,162,116,138,3.45387
104.039,566.689,203,216,160,3.53182
356.278,590.102,245,165,246,4.91461
36.795,536.771,120,181,151,3.63355
397.095,583.377,254,239,110,4.96972
542.939,543.731,100,234,120,3.39813
509.557,549.842,163,123,224,3.55413
524.613,556.187,179,230,242,3.23962
242.703,565.966,122,181,184,3.77269
484.485,533.794,222,157,187,4.12829
622.48,540.71,121,124,153,4.89038
365.306,545.773,201,159,246,3.23543
388.167,583.372,128,172,129,4.04974
713.342,579.7,174,179,234,4.51614
470.09,582.9,251,117,150,3.02197
371.142,549.942,101,134,178,4.15898
499.143,524.151,237,115,156,4.01655
259.705,553.314,104,172,163,4.65137
113.36,562.291,177,102,212,4.2151
265.02,531.409,207,223,101,3.11868
64.8517,575.613,162,153,148,4.68514
524.355,580.602,240,203,119,4.8624
289.069,547.631,222,187,235,3.37655
574.638,568.078,115,246,185,3.18358
773.775,590.398,111,119,199,4.63872
518.388,552.919,100,115,142,4.24373
775.618,544.045,162,184,141,3.49467
605.357,585.501,240,155,109,4.9231
217.11,590.588,138,106,201,4.44895
643.609,547.573,226,102,177,4.5648
152.744,545.195,248,161,165,4.96194
142.009,524.001,110,147,166,3.73055
666.702,515.726,231,171,174,4.42332
655.747,550.772,144,194,232,3.11386
332.466,562.134,237,189,248,3.8892
496.771,542.362,243,130,112,4.41627
44.0631,538.01,124,238,200,3.84692
651.709,562.162,196,143,229,4.39487
511.379,557.674,233,226,121,4.6357
536.454,522.166,109,138,181,4.06202
234.444,546.429,253,131,121,3.51982
649.243,583.27,225,253,116,4.8993
708.315,591.727,166,238,109,3.40482
239.489,541.147,247,233,219,3.7734
544.781,536.985,250,111,137,3.32923
443.869,538.447,234,213,250,4.6996
301.071,571.777,173,200,234,4.52857
708.127,566.501,171,226,179,4.48889
418.931,563.674,151,133,168,3.51449
263.278,560.596,178,248,123,3.5529
624.476,560.399,120,234,192,4.87241
707.84,574.669,139,237,187,3.04651
25.6919,524.374,204,228,163,4.37324
709.407,558.496,177,103,133,3.67327
73.5516,590.984,228,163,135,4.05409
556.66,557.96,158,177,250,4.69366
27.6864,590.462,252,125,155,4.59279
419.644,548.147,143,223,155,4.20147
13.2565,528.02,115,178,107,4.42976
62.5299,551.886,119,212,252,4.71215
383.747,556.465,112,203,119,4.32284
319.613,537.349,149,106,200,4.4235
693.511,577.654,134,241,224,4.83029
672.462,591.543,120,233,100,3.50299
285.799,576.366,102,246,214,4.93197
490.528,578.616,139,165,129,4.97354
276.739,538.789,110,149,192,3.60098
47.0391,546.285,164,108,167,4.63147
33.8848,549.373,141,202,149,4.16607
47.9864,530.504,103,121,165,4.66015
576.644,561.644,195,138,118,3.85128
93.9607,540.386,191,223,224,3.26811
734.529,544.246,154,193,254,4.03301
435.885,559.944,246,196,180,4.90903
553.44,515.998,129,244,122,4.08296
756.549,555.281,181,123,199,4.97155
494.597,570.919,219,120,254,4.18673
156.887,591.412,166,251,104,3.64654
415.373,570.625,230,137,210,4.37021
496.678,585.217,157,220,171,3.60566
58.1404,544.832,241,226,130,3.6996
578.095,579.454,105,189,198,3.0628
730.853,523.636,233,116,111,4.06621
420.422,590.091,168,113,107,4.92402
577.551,554.14,162,166,152,3.77953
588.854,583.662,149,246,168,3.34507
300.255,562.661,216,205,113,4.78383
484.421,518.672,221,180,188,3.91148
419.969,540.491,194,130,116,3.58661
242.733,590.92,230,117,127,4.09994
228.263,552.928,126,210,221,4.6503
133.768,526.346,146,219,123,4.20749
321.055,585.777,199,191,233,3.43796
541.546,530.475,158,121,220,4.10605
348.371,560.234,143,223,190,3.19866
765.077,590.602,248,116,195,4.44594
702.701,557.45,138,227,202,3.21573
250.933,576.751,194,237,174,4.28843
382.618,590.17,210,238,168,4.84881
483.996,571.442,130,243,250,4.7328
688.696,531.75,160,198,222,3.79727
489.855,586.792,201,204,106,3.77451
448.541,591.285,147,247,141,3.72584
354.347,524.184,188,111,153,4.3439
735.954,529.912,253,153,152,4.03159
274.948,530.692,222,177,143,4.75633
322.987,530.511,193,232,172,3.22936
282.822,528.368,153,225,139,3.15617
654.767,574.072,119,247,124,3.36161
662.602,531.052,139,204,204,4.85111
117.812,569.416,208,210,100,4.48273
15.6582,560.821,126,161,208,4.55947
513.919,543.663,109,138,134,4.01073
604.077,566.663,140,231,242,3.41742
686.467,555.98,205,205,202,4.33752
646.102,518.505,255,161,157,4.29051
52.0465,582.536,154,224,252,4.05885
751.476,541.108,204,136,125,4.38727
594.058,587.271,203,140,179,3.4054
578.093,591.662,135,167,214,3.34756
566.839,529.44,105,254,115,3.43348
591.614,555.281,155,143,215,4.98926
505.768,543.252,128,254,200,4.18661
146.401,539.451,122,223,251,3.60251
278.526,523.064,106,193,140,3.68381
624.638,532.422,147,117,183,3.35197
614.379,585.778,219,214,125,4.11046
333.091,544.38,165,105,237,4.97994
580.076,547.096,204,202,139,3.72502
409.612,590.332,223,160,251,4.69245
338.649,586.553,184,203,120,3.20889
327.611,578.606,139,246,171,4.45754
397.313,568.314,251,196,103,3.96501
347.11,567.746,195,117,226,4.45706
632.676,528.537,103,109,138,4.6431
693.402,561.693,244,136,192,4.65263
261.682,537.077,197,181,143,3.16568
396.071,530.035,142,214,129,3.38799
201.365,575.061,221,243,197,4.61495
260.285,575.114,233,167,158,3.59681
459.826,543.383,116,239,142,3.39515
508.217,564.904,213,231,185,3.51569
176.979,529.05,159,186,145,4.80642
775.273,562.797,121,234,100,4.02945
486.079,555.545,225,138,248,4.81015
153.065,566.177,190,177,139,3.216
371.048,520.978,159,193,127,4.84322
229.529,584.8,129,161,133,4.21834
120.661,577.083,110,228,114,3.82515
314.702,571.869,215,249,219,3.18806
589.779,571.562,166,132,171,3.25843
642.122,586.409,145,166,150,3.10636
353.051,582.858,106,154,159,3.04503
677.557,517.909,111,112,231,3.59366
221.772,528.608,229,142,186,4.19906
626.676,584.473,169,171,163,4.65476
170.638,535.581,208,189,132,4.31507
731.97,551.95,112,212,191,4.23376
323.446,562.484,104,151,134,4.90509
531.193,560.142,146,223,181,4.76375
502.548,569.522,128,102,199,4.08462
749.728,591.098,219,229,164,3.94436
455.763,591.508,181,197,213,3.49569
617.358,512.493,142,172,112,4.10689
550.868,542.124,238,155,111,4.83789
783.042,583.524,105,135,115,4.41286
195.362,530.796,193,160,194,3.07417
232.946,591.554,123,151,234,3.46675
571.234,548.9,110,150,162,4.45162
242.398,574.289,181,253,193,4.77715
315.374,530.407,171,106,227,3.75866
790.419,562.992,247,107,225,4.58791
307.182,558.805,120,163,211,3.42261
98.3412,585.313,235,154,140,3.05261
600.363,552.56,209,202,146,4.29372
597.4,570.492,197,146,173,4.71533
77.7003,557.45,106,193,253,4.42144
218.891,573.824,210,251,243,4.85402
611.111,531.366,133,209,196,4.1414
268.114,590.685,130,204,200,4.33318
607.744,555.939,144,183,125,3.95791
294.761,536.088,133,220,227,3.38512
559.49,539.318,211,177,180,4.34071
717.259,532.814,129,186,191,4.63133
685.424,564.128,152,227,214,3.90615
57.1615,577.008,244,216,157,3.41662
330.081,526.875,252,101,152,4.74908
148.655,528.35,146,170,211,4.21583
599.108,544.473,219,182,185,3.8821
402.252,575.476,159,228,246,4.75005
159.572,561.733,168,119,182,4.85699
573.308,533.97,150,248,222,3.40599
713.798,571.828,181,176,208,3.61223
480.545,562.946,104,209,212,4.51872
687.836,538.985,156,151,195,3.49335
357.967,547.968,231,228,196,4.63699
215.212,551.995,174,246,168,3.2811
45.4635,590.436,145,231,172,4.56888
584.775,541.801,120,234,193,3.31888
61.1828,526.073,218,104,123,4.81151
686.501,523.607,201,171,254,4.69047
463.871,550.849,246,141,218,4.23384
55.7886,531.74,214,239,177,3.05725
742.802,591.931,193,206,202,3.13268
658.435,581.264,245,138,179,4.80566
505.468,509.84,132,101,207,4.68271
632.005,511.664,175,130,123,4.69879
223.644,567.646,193,158,165,3.14486
466.941,575.488,149,255,254,4.18803
116.477,522.607,152,153,250,3.67057
131.153,579.605,244,252,193,4.6529
712.227,550.134,232,241,135,4.55184
197.689,538.167,126,135,114,4.67861
677.566,526.042,198,146,237,4.60063
328.964,550.993,134,106,254,3.0962
8.35006,539.664,149,188,196,3.13768
148.41,572.422,245,193,124,4.71383
764.899,554.602,189,166,197,3.48646
760.07,583.11,185,251,154,4.81019
282.727,535.007,209,178,230,3.51816
480.455,540.281,160,112,155,3.6285
483.254,585.844,223,171,120,3.24913
519.18,537.537,113,113,199,3.64707
234.188,531.546,208,240,252,3.3343
576.824,573.724,115,248,126,3.50928
117.41,590.706,206,133,181,4.32613
95.9959,591.455,199,250,230,3.59358
474.436,547.079,190,175,139,4.45375
14.9666,583.03,222,233,133,3.57631
300.005,585.578,234,138,103,3.66405
334.454,574.867,179,248,214,3.58826
786.027,526.505,188,124,250,3.00714
